target,id,date,flag,user,text
0,2190746871,Tue Jun 16 03:36:43 PDT 2009,NO_QUERY,allyouzombies,@jusadbella i stand by my frankie love.  and now i really don't know who to back
1,1980376456,Sun May 31 06:33:41 PDT 2009,NO_QUERY,codycogar,last night was really good 
0,2175878971,Mon Jun 15 02:15:43 PDT 2009,NO_QUERY,steamedbeetle,"Had 12 solid hours today. Woke up 2.45, ate lunch and ate frozen Great Apple Thing with milk while watching stardust. Now my head hurts "
0,2069941269,Sun Jun 07 16:48:44 PDT 2009,NO_QUERY,TruSounz,Sunday Confession on behalf of me and Lebron: the lakers are the best TEAM in the NBA this year   man It hurts to say that
0,2218527489,Wed Jun 17 22:38:49 PDT 2009,NO_QUERY,liisachang,Going to sleep after two discs of one tree hill. Way too much crying in one night 
1,1557336906,Sun Apr 19 03:29:10 PDT 2009,NO_QUERY,VioletsCRUK,@linehan Lol Oh right - don't worry we won't make you the official Tweeter-upperer organiser. Hope the hangover is better later. 
0,2005537496,Tue Jun 02 09:50:19 PDT 2009,NO_QUERY,treesmurf11,"Facebook functions for DSi, cool. I'm liking this user generated segment, oh wait, she said no more on that "
1,2013509585,Tue Jun 02 22:51:07 PDT 2009,NO_QUERY,TragicPixels,Adding new collage sheets 
0,2326593928,Thu Jun 25 07:15:07 PDT 2009,NO_QUERY,Andilliana,"@smileylady seeing the blue sky is torturous..and then don't u know it,come wkend it'll rain "
1,2066084133,Sun Jun 07 09:51:30 PDT 2009,NO_QUERY,thebeanboy23,"If your at Britney as well as me tonight, have fun! I'm in the 02 lounge "
0,2211456434,Wed Jun 17 12:52:39 PDT 2009,NO_QUERY,Melig123,@JASONNIAD Shut up. PS Chris johnson was walking around with a cane yesterday. I asked him if he was taking classes but he didn't get it 
1,2190526700,Tue Jun 16 02:59:15 PDT 2009,NO_QUERY,ForevaPrettyE,REGENT$ 2DAY . &amp; ' I AINT GON LIE IM TYPE WORRIED LMAO.. WI$H ME LUCK DOE MY TWIGGA'S 
1,2050227889,Fri Jun 05 18:17:44 PDT 2009,NO_QUERY,TheAppAddict,Bonfire!!  I want a cookie.
1,2190655606,Tue Jun 16 03:21:15 PDT 2009,NO_QUERY,amgypsytown,@CodySIO the 7 of us are still waiting 
1,2065888864,Sun Jun 07 09:29:19 PDT 2009,NO_QUERY,toysrevil,Sunday-cheers for the retweets @TroyStith @Lunabee_art 
0,1691815352,Sun May 03 18:40:07 PDT 2009,NO_QUERY,zipkicker,Bed time. Back to reality 
0,2241647497,Fri Jun 19 11:12:21 PDT 2009,NO_QUERY,DonnaKat,"@jhillstephens I bought M&amp;M's at the store today, but I cannot find the cherry ones you keep raving about. "
0,1882807170,Fri May 22 07:31:08 PDT 2009,NO_QUERY,holleymzing,THANK GOD it's friday. i'm jealous of my boyfriend going to tahoe 
0,2321631287,Wed Jun 24 21:20:06 PDT 2009,NO_QUERY,jaypagliaro,Texas lost the CWS 
0,1691891577,Sun May 03 18:49:58 PDT 2009,NO_QUERY,likematrix,Wish there was Celtics Bulls game 8 today 
0,2195494348,Tue Jun 16 11:12:21 PDT 2009,NO_QUERY,sydneypaige,"@FLIRcreative Totally - no way to go but up from there. And there's always snuggling with movies! Sorry, guys "
1,1834507867,Mon May 18 03:12:03 PDT 2009,NO_QUERY,lhaugh,@captainparish sweet and the clan grows 
0,1833539726,Sun May 17 23:36:55 PDT 2009,NO_QUERY,ubersaurus,Didn't make it to comic con due to car troubles. So lame  Upshot: Got my car back! Just about ready to be on the road again!
1,1984276303,Sun May 31 14:47:18 PDT 2009,NO_QUERY,cassi_yo,@JillianKeener nope...it was out in the country..at night..so def. not me..lol..goin home tomarrow! .Yay!.. 
1,2051266821,Fri Jun 05 21:24:44 PDT 2009,NO_QUERY,bobafettm,Totally engine running life is 304 hours and 59 minutes and 31 seconds of total fun!  I enjoy the ECU read-outs! Haha #Lotus #Exige
0,2045690889,Fri Jun 05 11:05:41 PDT 2009,NO_QUERY,ivanawonderland,i miss my boyfriend terribly   and i want this rain/shitty weather to GO AWAY!
1,1676339652,Fri May 01 21:45:29 PDT 2009,NO_QUERY,dstructvcupcake,Watching Andrew Kennedy standup on Comedy Central. &quot;Its bloody brilliant!&quot; 
0,1972275151,Sat May 30 08:55:08 PDT 2009,NO_QUERY,joshwinton,Out in Hallendale Beach sitting next to a beautiful pool that is beachside because lightning is permitting no one to enter it. 
1,1971466996,Sat May 30 07:10:48 PDT 2009,NO_QUERY,MelanieZueger,"Good Morning! Finally the weekend! My goal: Listen to music, play video games, and SLEEP!!! "
1,1978011496,Sat May 30 22:13:24 PDT 2009,NO_QUERY,hollyhalvorsen,@BryanGwin @SiahWalker @NatePWelch @matty_clark U GUYS WILL NOT GUESS WHT I JUST SAW- u in AP#243! Why didnt I see this before?! 
0,2047045518,Fri Jun 05 13:04:12 PDT 2009,NO_QUERY,msnye,awwwww man my TCBY is damn near gone n I want anutha one... ~tears~  what am I gonna do its only in Stamford
1,2060190889,Sat Jun 06 18:26:06 PDT 2009,NO_QUERY,alimath13,Party on the lawn 
0,1823622093,Sat May 16 22:29:07 PDT 2009,NO_QUERY,luckyod,addicted to dramas...i have to stop watching them continually...make self tired and not doing things have to do.. 
1,1993993166,Mon Jun 01 11:14:43 PDT 2009,NO_QUERY,shanajaca,@feltbeats Congratzz your site deserves it keep up the good work and sorry about the post i did Misha i didnt know  XX
0,1985612060,Sun May 31 17:26:25 PDT 2009,NO_QUERY,Kelsey_Erin,I just watched a woman lose her husband on TV. Wonderful... That makes me feel a whole lot better... 
0,2069954570,Sun Jun 07 16:50:14 PDT 2009,NO_QUERY,lousteggals,@charltonbrooker well said.  There's word that Nick Griffin has won his seat too.  
0,2257845239,Sat Jun 20 14:59:18 PDT 2009,NO_QUERY,Djoia,http://twitpic.com/7xysr - I miss summer 
0,2221297074,Thu Jun 18 05:06:35 PDT 2009,NO_QUERY,mignoncakeface,"@Lilylauren well i ring mine, but the whole battery gone flat thing is a problem!  iPhone isn't going to fix that "
1,1827535551,Sun May 17 10:55:06 PDT 2009,NO_QUERY,RoothieRaWr,@brokenipod Guitar hero rocks  Even tho i haven't played it in ages :l I miss it :[ Stoopid revision ï¿½-ï¿½
1,2190538234,Tue Jun 16 03:01:00 PDT 2009,NO_QUERY,reshwindblade,Wow Opera Unite is one of the most discussed stuff in Twitter today 
0,2002672783,Tue Jun 02 04:52:03 PDT 2009,NO_QUERY,littlebitlil,@cleaninggirl  my sympathies for your friend. Sausages must save the world!!
0,2326131303,Thu Jun 25 06:35:50 PDT 2009,NO_QUERY,kimthefaerie,Don't you hate waking up and suddenly realizing you had a bad dream during the night? 
0,2176722000,Mon Jun 15 04:35:50 PDT 2009,NO_QUERY,xoxoeileen,Last day of highschool. 
1,1691308652,Sun May 03 17:34:18 PDT 2009,NO_QUERY,amiemccarron,Yes http://twtvite.com/0gvsea #twtvite #akljulytweetup nothing like being organised well in advance 
0,2062683062,Sat Jun 06 23:58:26 PDT 2009,NO_QUERY,katreng,attack of the allergies  http://plurk.com/p/z0mtz
0,2206340942,Wed Jun 17 06:23:31 PDT 2009,NO_QUERY,beautifulchaos4,Is sad that she has been so freakin busy lately 
1,2004626373,Tue Jun 02 08:29:41 PDT 2009,NO_QUERY,heebiejay,Better wrap this up now. Hope you guys are having an ohsome summer 
1,1687184944,Sun May 03 08:00:35 PDT 2009,NO_QUERY,robbievenezia,"Off to work, it's only a half-day! "
0,2205777476,Wed Jun 17 05:25:25 PDT 2009,NO_QUERY,Andrew_Mogford,Trying to decide whether to accept flat or not. Horrible decision to make 
0,1981236209,Sun May 31 08:43:24 PDT 2009,NO_QUERY,sk1995,hahaha math exam was shit 
1,1958096554,Fri May 29 02:38:58 PDT 2009,NO_QUERY,MarianCraig,Having a lazy Friday  Off school til Thursday the 4th
0,2204351814,Wed Jun 17 01:59:41 PDT 2009,NO_QUERY,MochaMoneybags,@princess_sassy8 Hell and LONG its still winter here! i have on a freakin flannel robe 
0,1573689596,Tue Apr 21 02:22:44 PDT 2009,NO_QUERY,markbrown83,@NicolaHerbert goggul. Bad busy day today!  xx
1,2067721635,Sun Jun 07 12:50:37 PDT 2009,NO_QUERY,SoulfulJenn,Carlos just got home from prom last night.. 
0,2215080729,Wed Jun 17 17:38:51 PDT 2009,NO_QUERY,servas_gschaeft,i really wish i could find out what's causing my stomach issues  i'm so sick of the pains!!
0,2051148077,Fri Jun 05 19:57:04 PDT 2009,NO_QUERY,msroest,@mpinheir yah it was wicked 
1,2061758563,Sat Jun 06 21:33:03 PDT 2009,NO_QUERY,Carissa_Rae,I have the cutest niece ever!!   http://twitpic.com/6t570
0,2221394932,Thu Jun 18 05:18:04 PDT 2009,NO_QUERY,poohketchix,"@louisecal nagkaassembly kahapon. si t.feny mismo nagsabi. pagnakitaan, icconfiscate tas di na ibabalik. kahit ano, maski commuters. tsk. "
1,1832374889,Sun May 17 20:42:14 PDT 2009,NO_QUERY,meggytron,"@thisisbree yeah, i thought it would get bigger, but it was fine.  It was small; nothing fell.  Everything's fine. "
1,1973912289,Sat May 30 12:04:34 PDT 2009,NO_QUERY,spencerlaurennn,Listening to @therealsavannah on radio disney 
0,1957376424,Fri May 29 00:18:41 PDT 2009,NO_QUERY,Celz29,ok so i'm a lil happier now.. i hope i fixd my emails.. hope they weren't hacked although it seemed really suspicious!! 
0,2054053245,Sat Jun 06 06:26:11 PDT 2009,NO_QUERY,SongBird502,"at work, so i'll have to chat later. "
0,2237559605,Fri Jun 19 06:00:14 PDT 2009,NO_QUERY,LoveTruck,@skittlelipsmack i know.sucks.i didn't see you dismissal! 
1,2185620793,Mon Jun 15 17:39:23 PDT 2009,NO_QUERY,Ambershine29,@mnrmg OMG So Hot!...I could go on and on about those two docs but I'll spare you....They are JUST SO F'able!!!!! K...I'm done 
1,1832392594,Sun May 17 20:43:48 PDT 2009,NO_QUERY,GenevieveAlix,@JuliaLight One paper and then I'm free 
1,1999729781,Mon Jun 01 20:43:10 PDT 2009,NO_QUERY,kato66,@Sugarwilla I can live with that.. oh yes.. Don't drink the water 
1,2059650288,Sat Jun 06 17:21:33 PDT 2009,NO_QUERY,Twinnadryl,@myagxxx I see u made it. Don't hurt'em too bad out there. They already out of the playoffs lmfao 
1,2187068881,Mon Jun 15 19:44:42 PDT 2009,NO_QUERY,carlos232,Comiendo froot loops mientras veo grey's anatomy 
0,2001120036,Mon Jun 01 23:54:07 PDT 2009,NO_QUERY,Loois9,Ugh   
1,1694273646,Mon May 04 01:52:19 PDT 2009,NO_QUERY,jbfeldis,"@dangriffey In France it was last Friday and also the coming one, we are working "
1,2059748550,Sat Jun 06 17:33:31 PDT 2009,NO_QUERY,amandapoop,@bantu37 actually i was referring to my ass in those candies pants. 
1,2064078448,Sun Jun 07 05:08:56 PDT 2009,NO_QUERY,tchvinkle,&quot;you say what you want to say / your â¦s are drops of rain / your  is your credit card / and your currency is your â¥.&quot;
1,1982282366,Sun May 31 10:53:53 PDT 2009,NO_QUERY,Sazchik,@ShropshirePixie have to come to the Ironbridge ale and folk / rock festival. Much pixie fun to be had! 
1,1933109081,Tue May 26 23:01:15 PDT 2009,NO_QUERY,Jeenchee,@officialcharice wew.... how are you??? 
1,1965808104,Fri May 29 16:34:49 PDT 2009,NO_QUERY,MaggieSchutzler,"well, no more school until the first day of school in September that is "
0,1678870401,Sat May 02 07:56:42 PDT 2009,NO_QUERY,SongoftheOss,Still upset at not being a lottery winner again...no fair 
0,1563886516,Mon Apr 20 00:43:20 PDT 2009,NO_QUERY,gazzagw,iTunes Store disabled my account because I have no prove of my billing address...sad... Not more songs/movies purchasing... 
0,2001648235,Tue Jun 02 01:35:24 PDT 2009,NO_QUERY,sivinjski,school for me will be finished when I read 2 books 
0,2207366077,Wed Jun 17 07:50:34 PDT 2009,NO_QUERY,Free1heart,The cd haven't come out in Bulgaria yet..I can't wait..wish they were faster 
1,1694567609,Mon May 04 03:12:30 PDT 2009,NO_QUERY,pmcclory,http://twitpic.com/4jcfg - About to cycle within this quarry on Shipley glen near Baildon moor before heading back through the woods 
1,1957648662,Fri May 29 01:09:35 PDT 2009,NO_QUERY,HannahRobertson,@tessthetraveler you'll start to pick up sentence structure and common words...just be determined 
1,1999630219,Mon Jun 01 20:33:02 PDT 2009,NO_QUERY,smiley_steph,"@LindzeyNichole Thanks, Lindzey, thanks. "
1,1983829381,Sun May 31 13:55:05 PDT 2009,NO_QUERY,daviddoughty83,@oneclassyliz @mlb_scores that's fantastic. I can actually picture that. 
1,2061571203,Sat Jun 06 21:08:51 PDT 2009,NO_QUERY,ms_montgomery,@iggi22 hehe well i think most ppl with iphones think the same way...  why the user name change???
0,1751165527,Sat May 09 18:49:11 PDT 2009,NO_QUERY,jimhong,Our current Canon pocket camera doesn't take SDHC. So the Eye-Fi sits unused! 
0,2072419242,Sun Jun 07 20:59:29 PDT 2009,NO_QUERY,Twivijakey,Imma go to sleep REALLY early tonight  I'm sooo freakin tiiiiiiiiiiiiiiiiired ! :]
1,1974512090,Sat May 30 13:17:02 PDT 2009,NO_QUERY,christine_marie,"@Marybozigian Ah but don't forget about my good friend, Karma.  I'll send her their way right now!"
0,1882518452,Fri May 22 07:01:04 PDT 2009,NO_QUERY,julianewcombe,I haven't been on this ina while so though i would come type something today. Had a maths exam c2  Was amazingly hard...so yeah.Good times
1,1565072092,Mon Apr 20 05:49:04 PDT 2009,NO_QUERY,selfexile,@sanasaleem congratulations 
1,1969974514,Sat May 30 01:57:04 PDT 2009,NO_QUERY,asamiramirez,"@Angela_89 - Oh, I know! Why is CSI so much more accepted? Whenever I watch CSI I'm like yeah, yeah, that's how it happened. But WHY?? "
0,2000343854,Mon Jun 01 21:54:56 PDT 2009,NO_QUERY,GabyAnn,@mitchelmusso I went to go get your album but they didn't have it yet  so I'm gonna got get it tomorrow I hope
0,2002060776,Tue Jun 02 03:00:41 PDT 2009,NO_QUERY,ScottMillsGuru,Just had to get tissure form the school toilet because mine ran out from hayfever rape. It's all rough 
0,2058888222,Sat Jun 06 15:49:44 PDT 2009,NO_QUERY,julesiburg,Is going to watch movies today...it is raining 
0,2058348379,Sat Jun 06 14:45:36 PDT 2009,NO_QUERY,sveilien,I don't wanna wake up 
0,2261754604,Sat Jun 20 21:17:37 PDT 2009,NO_QUERY,hchang85,"@smjkxsnoopy: that sucks  good seeing ya last night tho for once, jashik. You have fun? I got sooo shwasted-faced "
0,2072485977,Sun Jun 07 21:07:06 PDT 2009,NO_QUERY,volumebiker,im finally going to sleep. and i have to get up in 4 and a half hours 
1,1685872872,Sun May 03 02:31:57 PDT 2009,NO_QUERY,Sandypop,"@JonathanRKnight I still think you should try it! Do it,  Do it! Lol I want to see photographic evidence though "
0,2266036652,Sun Jun 21 07:47:06 PDT 2009,NO_QUERY,laughingmood,just talked to my dad. I wish I could see him today. 
1,1972347895,Sat May 30 09:03:22 PDT 2009,NO_QUERY,wannamama,Yay got to c old friends!! ...ahh memories 
0,2018210273,Wed Jun 03 09:36:37 PDT 2009,NO_QUERY,VioletsCRUK,@Karen230683 Nightmare innit!! I curse the day my mum gave me my 1st beer...she could have waited till my 3rd brithday!  LOL @glasgowlassy
0,2259275094,Sat Jun 20 17:18:19 PDT 2009,NO_QUERY,CanobieFan,sitting at the airport... 
0,2070764472,Sun Jun 07 18:15:30 PDT 2009,NO_QUERY,dearlivia,i can't belive that tomorrow is monday! 
1,1557017602,Sun Apr 19 01:33:06 PDT 2009,NO_QUERY,Bootsock,"@crazymog Ruby vetoed some fun power tool purchasing, shame as tree felling would have been an ideal opportunity! "
0,2177520971,Mon Jun 15 06:15:07 PDT 2009,NO_QUERY,tarriklecha,The contractions need to stop teasing me. 
0,1969394350,Fri May 29 23:54:04 PDT 2009,NO_QUERY,Gromrigan,@SexyCambria damn at work 
0,1822784563,Sat May 16 20:22:49 PDT 2009,NO_QUERY,CaLiFoRNiAxbABy,POURING RAIN!  ugh. still bored...talk 2 mee! (: ???
1,1958094250,Fri May 29 02:38:29 PDT 2009,NO_QUERY,pilgrimk,"Enjoying my FREE month membership at Snap Fitness! I've worked out 3 days this week so far. A little sore, but can still move "
0,2255919078,Sat Jun 20 11:59:30 PDT 2009,NO_QUERY,sncanter,isn't ready to leave pe2 behind  but is so stoked for nashiesss &lt;3
1,1880225789,Fri May 22 00:30:47 PDT 2009,NO_QUERY,Ligia07,Looking forward to the weekend 
1,1984650281,Sun May 31 15:31:44 PDT 2009,NO_QUERY,jamen6,2 and 1/2 more hours. thank goodness! 
0,2262347388,Sat Jun 20 22:20:17 PDT 2009,NO_QUERY,chaokuang,@BSBSavevMyLife It's like it's something programmed into us :/ You want to be yourself but always kinda hold back for fear of others. 
0,2190744472,Tue Jun 16 03:36:17 PDT 2009,NO_QUERY,DWBrew,so after my run I'm feeling a little sick 
0,2302537823,Tue Jun 23 16:57:03 PDT 2009,NO_QUERY,HeatherLynnsss,Filling out adoption papers for a doggy while watching Joey pack for Warped  Lameeeee he's leaving meeeeee. Transfomers toniggghhttt  :-D
0,2248719158,Fri Jun 19 21:04:23 PDT 2009,NO_QUERY,madismithh,"@alexxandrajonas joe said on larry king live that nick and miley are back together  this angers mee! go to perez and youll see it,"
0,1988846113,Sun May 31 23:32:44 PDT 2009,NO_QUERY,Nelophobia,I chatting with me best roomate ever right now. I miss her 
0,1981417059,Sun May 31 09:06:30 PDT 2009,NO_QUERY,MarcRutten,Working on some car reviews.... phone reviews tomorrow! Just too little time today 
0,2018828302,Wed Jun 03 10:34:30 PDT 2009,NO_QUERY,love__ashleigh,"i really wanted to catch up on the greek ive missed, but the 1st one was not available. im sad now  what the heck abcfamily.com?!"
0,1880048503,Thu May 21 23:56:27 PDT 2009,NO_QUERY,bunnychicksf,Really sad - had a fight w/friend last week over something silly.  I apologized but he still hasn't called - I don't think he will 
0,1692992911,Sun May 03 21:17:04 PDT 2009,NO_QUERY,jonathanlai,What does a man have to do to get a freaking graduate position? 
0,2328853597,Thu Jun 25 10:03:53 PDT 2009,NO_QUERY,allannaness,Crap! Firefox is not working. :/ So now I am using IE 
0,1754236150,Sun May 10 05:31:46 PDT 2009,NO_QUERY,erinthedreamer,"I suck at drawing a map, or even just laying a map out. "
1,2071137445,Sun Jun 07 18:53:53 PDT 2009,NO_QUERY,athkat,lovely evening out with the hubby-Tony Boombozz &amp; Spring Awakening.  Now watching the Tonys 
0,1936046819,Wed May 27 07:21:28 PDT 2009,NO_QUERY,simpixels,#3wordsaftersex Videotape ran out.  
0,1573816012,Tue Apr 21 02:59:47 PDT 2009,NO_QUERY,iyya,Anything I want? 2 burgers with 2 french fries but I cannot finish it 
0,2068661662,Sun Jun 07 14:28:27 PDT 2009,NO_QUERY,oly630,@scene_slut low blow mimi 
1,1964959040,Fri May 29 15:05:33 PDT 2009,NO_QUERY,Soph4Soph,"@mandsywoo nighty nite... Oh btw.. I keep forgetting to ask you, how's your son now?? Roni's Eczema is gettin better! thank god..  xxx"
1,2012032494,Tue Jun 02 19:57:41 PDT 2009,NO_QUERY,oldwomanJonasHQ,@yayKIMO you are very welcome. &lt;3 
1,1834523563,Mon May 18 03:15:37 PDT 2009,NO_QUERY,Jill88,Okay back to normal again 
1,2050341585,Fri Jun 05 18:29:55 PDT 2009,NO_QUERY,Alyecee,"Joey had sex, that's just freaking awesome. great. FML. ....lol but on the bright side I just saw Hangover and it was hilarious!!! "
0,2264657881,Sun Jun 21 04:33:25 PDT 2009,NO_QUERY,itsdayglobitch,@Summercymru morning mr im ill 
1,1686549560,Sun May 03 05:53:38 PDT 2009,NO_QUERY,tonykellogg,Re: Jack Kemp @HZHackenbush well see if Bob Dole would have won in '96 we'd be able to determine that. Blame it on Clinton. Why not. 
0,2050837785,Fri Jun 05 19:22:59 PDT 2009,NO_QUERY,quietgirlll,Just got done work!! Im wiped out 
1,2062834269,Sun Jun 07 00:27:27 PDT 2009,NO_QUERY,jasminanguyen,"I'm making some sort of improvement - I'm at 60% now. Okay, so it's not substantial improvement but from 42%, I'm getting somewhere! "
0,2000690291,Mon Jun 01 22:42:44 PDT 2009,NO_QUERY,Al_ice,@tyronevh 2 cold fronts today 
0,2250465138,Sat Jun 20 00:35:48 PDT 2009,NO_QUERY,eleanor_hui,Wings bar.... No good n still hungry...  http://schmap.me/qeunks
1,2014420789,Wed Jun 03 01:28:24 PDT 2009,NO_QUERY,XiXiDu,Thirsty Plants Can Now Send Text Messages http://is.gd/MZF7 Plant uplifting? 
0,1998836060,Mon Jun 01 19:12:11 PDT 2009,NO_QUERY,jordanrod09,"@waldmel321 i just heard one too! And another, and another, and another.....  "
0,1964327211,Fri May 29 14:03:47 PDT 2009,NO_QUERY,zeshaun,@fishkutta omg kool. I'm not on the road 
1,1975344313,Sat May 30 14:57:46 PDT 2009,NO_QUERY,rachfowler,But. I can watch grandpa's bus from here. 
0,1835768044,Mon May 18 06:42:36 PDT 2009,NO_QUERY,palisades,so so so sleepy!!!  happy Monday.  three day weekend ahead. please no aftershocks today 
1,1989096162,Mon Jun 01 00:20:00 PDT 2009,NO_QUERY,VikiKritzinger," had a good weekend, looking forward to a great week x"
1,1968431598,Fri May 29 21:25:27 PDT 2009,NO_QUERY,jlelhardt,The Yankees are in first place!!!!!  I love it...tell me again who's number 1?? ;)
1,1982961630,Sun May 31 12:14:17 PDT 2009,NO_QUERY,sianhughes_,@SuperCori We Are The Ocean 
0,2232371364,Thu Jun 18 19:49:16 PDT 2009,NO_QUERY,minervamoon,"@adrienasher Natasha!  I may be able to see you this weekend or next if you're free. I'm not certain so don't get too excited, but I HOPE."
1,1983170357,Sun May 31 12:38:24 PDT 2009,NO_QUERY,Lionesskeeper,Sunny days rock 
1,1990248374,Mon Jun 01 04:19:49 PDT 2009,NO_QUERY,Justasimplegirl,@meryreino I kno right!! Eeeeeppp! Selena Gomez was one lucky girl  *Its u&amp;me 4eva*
0,2282256835,Mon Jun 22 11:08:21 PDT 2009,NO_QUERY,xLucyLoox,@BeckyC3  I thought how about chasing pavements
0,1751279064,Sat May 09 19:04:45 PDT 2009,NO_QUERY,MissLaniSasha,I wanna go on a REAL date 
0,2264451243,Sun Jun 21 03:54:59 PDT 2009,NO_QUERY,jamesdevonport,@Yurechko is your website working? it's just a grey rectangle for me 
0,2299642916,Tue Jun 23 13:10:04 PDT 2009,NO_QUERY,katherinecm,"@NotHot That's what I thought.  Thought I was safe, being the 3rd day, OVERNIGHT size for 4 hours. Does Advil thin things out?"
0,2249422110,Fri Jun 19 22:17:59 PDT 2009,NO_QUERY,rachelmacalpine,"@PhillipQuin i want mint chocolate biscuits  my fave ( vegan tim tams are ok, but no mint ones."
0,2011835327,Tue Jun 02 19:38:36 PDT 2009,NO_QUERY,demilovato565,@ZDAEfron Nuffin Muffin just sad i canceled my myspace account 
1,2063002243,Sun Jun 07 01:01:37 PDT 2009,NO_QUERY,sangerette,"@savagestar It's nin! Of course it will be epic, it has to be! "
0,2196684380,Tue Jun 16 12:47:51 PDT 2009,NO_QUERY,emmacandlish,@taylormcfly doesn't trust meee!!!! 
0,2251002302,Sat Jun 20 02:07:53 PDT 2009,NO_QUERY,kbaggs73,"@FunkMonkv1 I know what you mean, still feeling post Donwload deflation "
0,2243777162,Fri Jun 19 13:53:14 PDT 2009,NO_QUERY,SentientProgram,@tiniestspark Just saw you were in Sac; Perhaps next time. 
1,1991476192,Mon Jun 01 07:06:28 PDT 2009,NO_QUERY,Talsiach,@OrenTodoros ill take your word for it 
0,2216477365,Wed Jun 17 19:32:08 PDT 2009,NO_QUERY,J_M_A,@nattys dang. That probably means no endorphins either. 
0,2188019601,Mon Jun 15 21:10:10 PDT 2009,NO_QUERY,valeiffel,@trickynumber7 dude! im SO down! those chees fries were awesome!..if only you werent 500 miles away!  
0,1694828395,Mon May 04 04:16:43 PDT 2009,NO_QUERY,danilussiah,Walking into a period. 
0,2196321614,Tue Jun 16 12:19:04 PDT 2009,NO_QUERY,loyaleagle,@trgibbons ok that solution seems to not be working for gReader 
0,1999740627,Mon Jun 01 20:44:18 PDT 2009,NO_QUERY,ricanmita,@JonathanRKnight what a devasting thing to happen  may the memories of loved ones continue to thrive in the families hearts!
1,2060491121,Sat Jun 06 19:00:19 PDT 2009,NO_QUERY,heidiswift,@podiuminsight I knew you'd understand 
1,2176537343,Mon Jun 15 04:08:08 PDT 2009,NO_QUERY,laurenribbon,@thenamelesss  yay one week
0,1978507755,Sat May 30 23:34:31 PDT 2009,NO_QUERY,Kaddie08,@eromo18 yeah im sorry too for myself 
0,1880547910,Fri May 22 01:38:10 PDT 2009,NO_QUERY,Troy_Eddlemon,I'm listening to the Adam Corolla Podcast. I miss his show on KWOD. 
1,1833914026,Mon May 18 00:55:17 PDT 2009,NO_QUERY,desired_waste,@elwoood you didn't post a link to it? And also... I just posted a pic of the first part of a painting of designing 
0,2175458650,Mon Jun 15 01:02:39 PDT 2009,NO_QUERY,thisisro,"Yupppppppp it seems like I am coming down with a cold  I hate runny noses, soar throats, watery eyes, and scratchy ears."
0,2179206096,Mon Jun 15 08:47:26 PDT 2009,NO_QUERY,bengillam,@AdamWright ive had the same &quot;welcome to the new macbook pro family&quot; email 3 times today  #fail
0,2197845520,Tue Jun 16 15:15:54 PDT 2009,NO_QUERY,daysfade,"omg, Im really crying  Juliet died, but Im mostly crying because Sawyer cried. lol."
0,2298262357,Tue Jun 23 11:27:30 PDT 2009,NO_QUERY,AEMcRae,"@DarthSLR  Time to make lemonaide, Nik!"
0,1793073637,Thu May 14 01:16:17 PDT 2009,NO_QUERY,clairesamantha,"Today is not going to be my day, can't talk, spilt orange juice all over the carpet and tripped over my laptop cable "
0,2185776106,Mon Jun 15 17:53:19 PDT 2009,NO_QUERY,allisonmarissa,feel like shit 
0,2201294974,Tue Jun 16 20:04:36 PDT 2009,NO_QUERY,LaJoiDOTcom,@mrFrenchie u jus missed me! i left saturday morning  Miss it already
0,2048471715,Fri Jun 05 15:15:14 PDT 2009,NO_QUERY,WeTheTravis,"Watching the luggage loaders load the plane, it looks like they did a wrestling move on my guitar  maybe I should roll the window shade up"
0,1759889384,Sun May 10 20:11:07 PDT 2009,NO_QUERY,StylishDiva1,Awww man Celtics won at the end  They got a buzzer beater. Well I still like the other team. Wizards for life!!!!! (I know they ddnt play)
0,1825155707,Sun May 17 04:35:13 PDT 2009,NO_QUERY,maybe742,So much to do.  I don't know where I should start 
0,2053061458,Sat Jun 06 03:07:03 PDT 2009,NO_QUERY,ninocska,laptop can't go ten minutes without battery!  anyways night. many games tomorrow.
0,2051031887,Fri Jun 05 19:44:16 PDT 2009,NO_QUERY,mello_e,@l_usive at least you have a job 
0,2049076145,Fri Jun 05 16:15:16 PDT 2009,NO_QUERY,NCStoked,No one wants to go get sushi at my fave sushi place with me 
0,2190717499,Tue Jun 16 03:31:41 PDT 2009,NO_QUERY,genna08,i hate 16 hr shifts 
0,2000804209,Mon Jun 01 23:00:31 PDT 2009,NO_QUERY,xkhaotik,@pinkyxanna nope  hoping to find someone else. know any couples? hahaha.
1,1564543451,Mon Apr 20 03:58:46 PDT 2009,NO_QUERY,xdidi,@justdannywoot hehe they sound awesome  yay happy music lol
1,1753600929,Sun May 10 02:27:40 PDT 2009,NO_QUERY,pam_thompson,@jlamshed Not had an offer like that for a while 
0,2044498624,Fri Jun 05 09:26:51 PDT 2009,NO_QUERY,DTownPistonsfan,is assaulting Craigslist with ads begging 4 photography work. No luck so far.  Did get an invite to the Nikon D90 group on Flickr tho!
0,2067504163,Sun Jun 07 12:27:45 PDT 2009,NO_QUERY,BosargeTM,@jesatm totally true. Lol i want another photo shoot. 
0,2256637863,Sat Jun 20 13:04:40 PDT 2009,NO_QUERY,ByteMaster,Oh darn-it looks like Linq to NHibernate doesn't implement the join operator ?yet?   Otherwise it's looking super kewl
